Oven,Name,Cost,Revenue,Quantity,Hours to Cook,Unlocked?,Completed?,Primary Color,Holiday,Season,Type,Other Tags
Belle Oven,Lively Lemon Puff,1540,2600,650,5,FALSE,FALSE,,,,,
Big Apple Oven,Peaches and Cream Cookie,940,1400,350,1,TRUE,TRUE,Green,,,Cookies,
Big Apple Oven,Cherry Empanadas,940,1400,350,1,TRUE,TRUE,Tan,,,Pastries,
Big Apple Oven,Mango Cheesecake,940,1400,350,1,TRUE,TRUE,Yellow,,,Single Layer Cakes,
Big Apple Oven,Empire State Cookies,2820,5200,1300,8,TRUE,TRUE,,,,Cookies,
Big Apple Oven,Taxi Cookies,4740,9900,2475,14,TRUE,TRUE,,,,Cookies,
Big Apple Oven,Liberty Cookies,7460,17400,4350,20,TRUE,TRUE,Teal,,,Cookies,
Big Apple Oven,Strawberry Shortcake Cookie,1620,3000,750,8,FALSE,FALSE,,,,,
Big Apple Oven,Cinnamon Roll Cookie,1380,2200,550,3,FALSE,FALSE,,,,,
Big Apple Oven,Blueberry Hand Pies,1620,3000,750,8,FALSE,FALSE,,,,,
Big Apple Oven,Everything Bagel Pocket,1380,2200,550,3,FALSE,FALSE,,,,,
Big Apple Oven,Raspberry Rosewater Cheesecake,1620,3000,750,8,FALSE,FALSE,,,,,
Big Apple Oven,Ube Cheesecake,1380,2200,550,3,FALSE,FALSE,,,,,
Big City Baker,Lexington Lox,1400,2200,550,2,FALSE,FALSE,,,,,
Big City Baker,Brooklyn Bagels,1020,1600,400,1,FALSE,FALSE,,,,,
Big City Baker,Downtown Doughnut,1420,2200,550,2,FALSE,FALSE,,,,,
Blue Bun Oven,Cream Cheese Danish,940,1400,350,1,TRUE,TRUE,Yellow,,,Pastries,Tray
Blue Bun Oven,Cinnamon Streusel Scone,940,1400,350,1,TRUE,TRUE,Tan,,,Pastries,
Blue Bun Oven,Vanilla Mug Cake,940,1400,350,1,TRUE,TRUE,Pink,,,,
Blue Bun Oven,Blackberry Mousse,940,1400,350,1,TRUE,TRUE,Pink,,,Puddings/Parfaits,
Blue Bun Oven,Plum Bungeoppang,940,1400,350,1,TRUE,TRUE,Tan,,,Cookies,Animal
Blue Bun Oven,Boyish Pops,1520,3750,625,2,TRUE,TRUE,Blue,,,Cake Pops,
Blue Bun Oven,Blue Velvet Cake,1540,2600,650,3,TRUE,TRUE,Blue,,,,
Blue Bun Oven,Reveal Cake,2300,2700,900,5,TRUE,TRUE,Blue,,,Multi Layer Cakes,
Blue Bun Oven,Cheddar Biscuit,1380,2200,550,3,FALSE,FALSE,,,,,
Blue Bun Oven,Gingersnaps,1620,3000,750,8,FALSE,FALSE,,,,,
Blue Bun Oven,Buttermilk Pie,1380,2200,550,3,FALSE,FALSE,,,,,
Blue Bun Oven,Blue Cream Muffin,1620,3000,750,8,FALSE,FALSE,,,,,
Blue Bun Oven,Hazelnut Bungeoppang,1380,2200,550,3,FALSE,FALSE,,,,,
Blue Bun Oven,Cheddar Bungeoppang,1620,3000,750,8,FALSE,FALSE,,,,,
Blue Bun Oven,Apple Mug Crisp,1380,2200,550,3,FALSE,FALSE,,,,,
Blue Bun Oven,Berry Mug Cobbler,1620,3000,750,8,FALSE,FALSE,,,,,
Blue Bun Oven,Blackberry Cheesecake Tart,1380,2200,550,3,FALSE,FALSE,,,,,
Blue Bun Oven,Blackberry Cobbler,1620,3000,750,8,FALSE,FALSE,,,,,
Blue Bun Oven,Cloud Cotton Candy,940,1400,350,1,TRUE,TRUE,White,,,Candies/Sweets,
Blue Bun Oven,Cloud Cookies,1380,2200,550,3,TRUE,TRUE,White,,,,<3
Blue Bun Oven,Cloudy Meringue,1620,3000,750,8,FALSE,FALSE,,,,,
Blue Bun Oven,Raindrop Cookies,940,1300,350,1,TRUE,FALSE,Blue,,,,Baby Shower
Blue Bun Oven,Rubber Ducky Bubble Buns,940,1300,350,1,TRUE,FALSE,Yellow,,,,Baby Shower
Blue Gift Stove,Rugelach,1580,2800,700,6,FALSE,FALSE,,,,,
Blue Gift Stove,Gelt Cookies,1220,1900,475,2,FALSE,FALSE,,,,,
Blue Gift Stove,Challah,1480,2500,625,4,FALSE,FALSE,,,,,
Blue Pink Stove,Pink Blue Cake Pops,1220,1900,475,2,FALSE,FALSE,,,,,
Blue Pink Stove,Pink Peekaboo Cake,1600,2900,725,7,FALSE,FALSE,,,,,
Blue Pink Stove,Blue Peekaboo Cakes,1640,3100,775,10,FALSE,FALSE,,,,,
Blue Speckled Oven,Speckled Egg Cookie,1220,1900,475,2,TRUE,FALSE,Rainbow,Easter,,Cookies,Pastels
Blue Speckled Oven,Speckled Cake,1540,2600,650,5,FALSE,FALSE,,,,,
Blue Speckled Oven,Speckled Egg Cupcake,1380,2200,550,3,FALSE,FALSE,,,,,
Blue Team Baker,Cake Blues,1220,1900,475,2,FALSE,FALSE,,,,,
Blue Team Baker,Blue Berry Bites,1600,2900,725,7,FALSE,FALSE,,,,,
Blue Team Baker,Blue Lemon Pudding,1640,3100,775,10,FALSE,FALSE,,,,,
Blues Oven,Shuffle Sandwich,1220,1900,475,2,TRUE,TRUE,,,,,
Blues Oven,Cardcake,1600,2900,725,7,TRUE,TRUE,,,,,
Blues Oven,King Cocoa,1640,3100,775,10,TRUE,TRUE,,,,,
Bountiful Oven,Cakecopia,1220,1900,475,2,TRUE,TRUE,,,,,
Bountiful Oven,Gobblers,1380,2200,550,3,TRUE,FALSE,,,,,
Bountiful Oven,Bounty Crisp,1540,2600,650,5,TRUE,FALSE,,,,,
Bountiful Stove,Mealtime Mix,1220,1900,475,2,TRUE,FALSE,,Thanksgiving,Fall,,
Bountiful Stove,Pilgrim Parfait,1600,2900,725,7,TRUE,FALSE,,Thanksgiving,Fall,,
Bountiful Stove,Bounty's Beverage,1640,3100,775,10,TRUE,FALSE,,,Fall,Cold Drinks,
Bow Fountain,Cola Soda,1220,1900,475,2,FALSE,FALSE,,,,,Movies|State Fair
Bow Fountain,Vintage Soda,1600,2900,725,7,FALSE,FALSE,,,,,
Bow Fountain,Soda Float,1640,3100,775,10,FALSE,FALSE,,,,,
Bread Machine,Soda Bread,1220,2375,475,2,TRUE,TRUE,,,,Breads,
Bread Machine,Zopf,1540,3250,650,5,TRUE,TRUE,,,,,
Bread Machine,Obi Non,1640,3875,775,10,TRUE,TRUE,,,,,
Breakfast Oven,Breakfast Casserole,1220,1900,475,2,FALSE,FALSE,,,,,
Breakfast Oven,Breakfast Quiche,1380,2200,550,3,FALSE,FALSE,,,,,
Breakfast Oven,Sheet Pan Breakfast,1540,2600,650,5,FALSE,FALSE,,,,,
Breezeway Bakers,Skydance Parfait,1220,1900,475,2,TRUE,TRUE,,,,Puddings/Parfaits,
Breezeway Bakers,Windy Day Meringues,1380,2200,550,3,TRUE,TRUE,Rainbow,,,,
Breezeway Bakers,Kite Gummies,1540,2600,650,5,TRUE,TRUE,Rainbow,,,,
Brick Oven,Chocomond Croissant,1220,1900,475,2,FALSE,FALSE,,,,,
Brick Oven,Bakers Specialty,1600,2900,725,7,FALSE,FALSE,,,,,
Brick Oven,Pretty Profiteroles,1640,3100,775,10,FALSE,FALSE,,,,,
Bright Prep Table,Super Sundae,1160,2000,500,5,FALSE,FALSE,,,,,
Bright Prep Table,Solar Cake,1080,1800,450,4,FALSE,FALSE,,,,,
Bright Prep Table,Sun Meringue,760,1200,300,2,FALSE,FALSE,,,,,
Bubble Tea Maker,Melon Bubble Tea,940,1400,350,1,FALSE,FALSE,,,,,
Bubble Tea Maker,Thai Bubble Tea,1380,2200,550,3,FALSE,FALSE,,,,,
Bubble Tea Maker,Milk Bubble Tea,1540,2600,650,5,FALSE,FALSE,,,,,
Bunny Drink Machine,Chocolate Bunny Milk,1220,1900,475,2,FALSE,FALSE,,,,,
Bunny Drink Machine,Marshmallow Chick Drink,1600,2900,725,7,FALSE,FALSE,,,,,
Bunny Drink Machine,Easter Eggnog,1640,3100,775,10,FALSE,FALSE,,,,,
Bunny Ears Oven,Bun Buns,1220,1900,475,2,FALSE,FALSE,,,,,
Bunny Ears Oven,Palmier Bunny Ears,1380,2200,550,3,FALSE,FALSE,,,,,
Bunny Ears Oven,Rabbit Macarons,1540,2600,650,5,FALSE,FALSE,,,,Macarons,
Bunny Oven,Big Bunny Bundt,1220,1900,475,2,FALSE,FALSE,,,,,
Bunny Oven,Carrot Cake Truffle,1380,2200,550,3,FALSE,FALSE,,,,,
Bunny Oven,Coconut Bunnycake,1540,2600,650,5,FALSE,FALSE,,,,,
Bussing Oven,Bon Bus,1220,1900,475,2,FALSE,FALSE,,,,,
Bussing Oven,Teacher's Snack,1380,2200,550,3,FALSE,FALSE,,,,,
Bussing Oven,Pi Pop,1540,2600,650,5,FALSE,FALSE,,,,,
Cabin Stove,Cherry Mountain Cake,1220,1900,475,2,TRUE,TRUE,Brown,,,,
Cabin Stove,Alpine Strudel,1600,2900,725,7,TRUE,FALSE,,,,,
Cabin Stove,Chocolate Pinecone,1640,3100,775,10,TRUE,FALSE,,,,,
Cackling Oven,Sugar Skull Cupcakes,1380,2200,550,3,FALSE,FALSE,,,,,
Cackling Oven,Pumpcakes,1540,2600,650,5,FALSE,FALSE,,,,,
Cackling Oven,Bewitching Cupcakes,1580,2800,700,6,FALSE,FALSE,,,,,
Caffe La Macchina,Marocchino,1480,2500,625,4,FALSE,FALSE,,,,,
Caffe La Macchina,Shakerato,1380,2200,550,3,FALSE,FALSE,,,,,
Caffe La Macchina,Caffe D Orzo,1220,1900,475,2,FALSE,FALSE,,,,,
Calaveras Fountain,Atole,1540,3250,650,5,FALSE,FALSE,,,,,
Calaveras Fountain,Champurrado,1600,3625,725,7,FALSE,FALSE,,,,,
Calaveras Fountain,Agua De Jamaica,1640,3875,775,9,FALSE,FALSE,,,,,
Calaveras Oven,Calaveras,1480,3125,625,4,FALSE,FALSE,,,,,
Calaveras Oven,Pan de Muerto,1380,2750,550,3,FALSE,FALSE,,,,,
Calaveras Oven,Tamales Dulces,940,1750,350,1,FALSE,FALSE,,,,,
Caliente Oven,Conchas,800,2000,400,1,FALSE,FALSE,,,,,
Caliente Oven,Puerquito Rosa,1100,2800,575,2,FALSE,FALSE,,,,,
Caliente Oven,Chocolate Tres Leches,1800,4000,850,4,FALSE,FALSE,,,,,
Camping Cute Stove,Scrumptious Stump,1220,1900,475,2,FALSE,FALSE,,,,,
Camping Cute Stove,S'more Cup,1600,2900,725,7,FALSE,FALSE,,,,,
Camping Cute Stove,Peanutbutter Lumber Roll,1640,3100,775,10,FALSE,FALSE,,,,,
Camping Drink Mixer,Smore Sundae,1640,3875,775,10,FALSE,FALSE,,,,,
Camping Drink Mixer,Liquid Smores,1600,3625,725,7,FALSE,FALSE,,,,,
Camping Drink Mixer,Smore Hot Cocoa,1540,3250,650,5,FALSE,FALSE,,,,,
Canape Oven,Pear and Feta Canpe,1220,1900,475,2,FALSE,FALSE,,,,,
Canape Oven,Apricot and Gorgonzola Canape,1380,2200,550,3,FALSE,FALSE,,,,,
Canape Oven,Cheesecake Canape,1540,2600,650,5,FALSE,FALSE,,,,,
Candy Cane Maker,Candy Canes,2000,3800,950,9,FALSE,FALSE,,,,,
Candy Cane Maker,Candy Cane Cake,1040,1800,450,2,FALSE,FALSE,,,,,
Candy Cane Maker,Root Beer Candy Canes,2000,3800,950,9,FALSE,FALSE,,,,,
Candy Cane Maker,Grape Candy Canes,2000,3800,950,9,FALSE,FALSE,,,,,
Candy Cane Maker,Apple Candy Canes,2000,3800,950,9,FALSE,FALSE,,,,,
Candy Cane Maker,Snowball Cookies,940,1400,350,1,FALSE,FALSE,,,,,
Candy Cane Maker,Snowman Cookies,1380,2200,550,3,FALSE,FALSE,,,,,
Candy Cane Maker,Snowglobe Cake,1620,3000,750,8,FALSE,FALSE,,,,,
Candy Cane Maker,Snowman Truffles,940,1400,350,1,FALSE,FALSE,,,,,
Candy Cane Maker,Candy Sleds,1620,3000,750,8,FALSE,FALSE,,,,,
Candy Cane Maker,Snowflake Choco Pops,1380,2200,550,3,FALSE,FALSE,,,,,
Candy Cane Maker,Peppermint Bark Cheesecake,940,1400,350,1,FALSE,FALSE,,,,,
Candy Cane Maker,Peppermint Brownies,1380,2200,550,3,FALSE,FALSE,,,,,
Candy Cane Maker,Peppermint Bark Cake,1620,3000,750,8,FALSE,FALSE,,,,,
Candy Cane Maker,Rudolph Cake,940,1400,350,1,FALSE,FALSE,,,,,
Candy Cane Maker,Tree Cake,1380,2200,550,3,FALSE,FALSE,,,,,
Candy Cane Maker,Christmas Train Cake,1620,3000,750,8,FALSE,FALSE,,,,,
Candy Cauldron,Slime Fudge,940,1400,350,1,TRUE,TRUE,,,,Candies/Sweets,
Candy Cauldron,Gourmet Apples,2000,3200,800,2,TRUE,FALSE,,,,,
Candy Cauldron,Candy Treats,2820,4700,1175,4,TRUE,FALSE,,,,Candies/Sweets,
Candy Cauldron,Candy Bark,3160,5400,1350,5,TRUE,FALSE,,,,Candies/Sweets,
Candy Cauldron,Candy Corn Fudge,1380,2200,550,3,FALSE,FALSE,,,,,
Candy Cauldron,Monster Fudge,1620,3000,750,8,FALSE,FALSE,,,,,
Candy Cooker,Bubble Gum,1020,1600,400,1,FALSE,FALSE,,,,,
Candy Cooker,Vanilla Wavefers,1740,2800,700,3,FALSE,FALSE,,,,,
Candy Cooker,Sweetish Fish,2200,3800,950,5,FALSE,FALSE,,,,,
Candy Corn Oven,Pumpkin Truffle,1220,1900,475,2,FALSE,FALSE,,,,,
Candy Corn Oven,Candy Corncake,1380,2200,550,3,FALSE,FALSE,,,,,
Candy Corn Oven,Boo Berries,1540,2600,650,5,FALSE,FALSE,,,,,
Candy Hatchery,Easter Mochi Bunny,940,1400,350,1,TRUE,TRUE,White,Easter,,,
Candy Hatchery,Peanut Butter Cup,940,1400,350,1,TRUE,FALSE,Brown,,,,
Candy Hatchery,Chocolate Eggs,1520,2500,625,4,TRUE,FALSE,,,,,
Candy Hatchery,Chocolate Bunnies,4040,7400,1850,8,TRUE,FALSE,Brown,Easter,,Candies/Sweets,
Candy Hatchery,Sheepish Cupcakes,2440,3900,975,2,TRUE,FALSE,,,,,
Candy Hatchery,Easter Mochi Egg,1380,2200,550,3,FALSE,FALSE,,,,,
Candy Hatchery,Easter Mochi Chick,1620,3000,750,8,FALSE,FALSE,,,,,
Candy Hatchery,Pastel Eggs,1600,3625,725,7,FALSE,FALSE,,,,,
Candy Hatchery,Marshmallow Chicks,2700,4700,1175,6,FALSE,FALSE,,,,,
Candy Hatchery,Marshmallow Sheep,1540,3250,650,5,FALSE,FALSE,,,,,
Candy Hatchery,Golden Bunnies,1480,3125,625,4,FALSE,FALSE,,,,,
Candy Hatchery,Raspberry Cup,1380,2200,550,3,FALSE,FALSE,,,,,
Candy Hatchery,Mallow Cup,1620,3000,750,8,FALSE,FALSE,,,,,
Candy Heart Dispenser,Candy Heart Candies,1220,1900,475,2,FALSE,FALSE,,,,,
Candy Heart Dispenser,Candy Heart Milkshake,1600,2900,725,7,FALSE,FALSE,,,,,
Candy Heart Dispenser,Candy Heart Drink,1640,3100,775,10,FALSE,FALSE,,,,,
Candy Heart Dispenser,Candied Hearts,1220,1900,475,2,FALSE,FALSE,,,,,
Candy Heart Oven,Candy Heart Cookies,1220,1900,475,2,FALSE,FALSE,,,,,
Candy Heart Oven,Candy Heart Cupcakes,1380,2200,550,3,FALSE,FALSE,,,,,
Candy Heart Oven,Candy Heart Cakes,1540,2600,650,5,FALSE,FALSE,,,,,
Candy Oven,Refresher Roll,940,1400,350,1,TRUE,FALSE,,,,Breads,
Candy Oven,Chocolate Cake Pop,940,1400,350,1,TRUE,FALSE,,,,Cake Pops,
Candy Oven,Pistachio Pudding,940,1400,350,1,TRUE,FALSE,,,,Puddings/Parfaits,
Candy Oven,Popcorn Bar,1380,2200,550,3,TRUE,FALSE,,,,,
Candy Oven,Rainbow Popcorn,940,1400,350,1,TRUE,FALSE,Rainbow,,,,
Candy Oven,Candy Corn Muffin,2440,10600,2650,16,TRUE,FALSE,,,,Muffins,
Candy Oven,Candy Cake,3420,6300,1575,8,TRUE,FALSE,,,,Multi Layer Cakes,
Candy Oven,Candy Cookie,6320,15800,3950,24,TRUE,FALSE,,,,Cookies,
Candy Oven,Carnival Pops,1620,3000,750,8,FALSE,FALSE,,,,,
Candy Oven,Rainbo Cake Pop,1620,3000,750,8,FALSE,FALSE,,,,,
Candy Oven,Mint Cake Pop,1380,2200,550,3,FALSE,FALSE,,,,,
Candy Oven,Toffee Walnuts,1620,3000,750,8,FALSE,FALSE,,,,,
Candy Oven,Pecan Turtles,1380,2200,550,3,FALSE,FALSE,,,,,
Candy Oven,Crumble Tower,1620,3000,750,8,FALSE,FALSE,,,,,
Candy Oven,Perfect Posset,1380,2200,550,3,FALSE,FALSE,,,,,
Carnival Carousel Oven,Carnival Pretzel Bites,1220,1900,475,2,TRUE,TRUE,,,,Candies/Sweets,
Carnival Carousel Oven,Ferris Wheel Bark,1600,2900,725,7,FALSE,FALSE,,,,,
Carnival Carousel Oven,Ferris Wheel Donuts,1640,3100,775,10,FALSE,FALSE,,,,,
Carnival Tent Oven,Cotton Candy Cupcakes,1220,1900,475,2,TRUE,TRUE,,,,Cupcakes,
Carnival Tent Oven,Fruit Skewer,1380,2200,550,3,TRUE,TRUE,,,,,
Carnival Tent Oven,Carousel Cake Pops,1540,2600,650,5,TRUE,TRUE,,,,Cake Pops,
Cassette Deck,Total Eclipse of the Tart,1220,1900,475,2,TRUE,TRUE,,,,Tarts,
Cassette Deck,You Kneaded Me,1380,2200,550,3,TRUE,TRUE,Tan,,,Breads,
Cassette Deck,Sweet Surrender,1540,2600,650,5,FALSE,FALSE,,,,,
Castle Oven,Nestling Nest,1220,1900,475,2,FALSE,FALSE,,,,,
Castle Oven,Everlasting Rose,1380,2200,550,3,FALSE,FALSE,,,,,
Castle Oven,Wicked Apple,1540,2600,650,5,FALSE,FALSE,,,,,
CatEr Waves,Cat Cookies,1220,1900,475,2,FALSE,FALSE,,,,,
CatEr Waves,Cat Cake Pops,1600,2900,725,7,FALSE,FALSE,,,,,
CatEr Waves,Cat Donuts,1640,3100,775,10,FALSE,FALSE,,,,,
CatSpresso Machine,Pawfree,1220,1900,475,2,TRUE,FALSE,,,,,
CatSpresso Machine,Ameowicano,1380,2200,550,3,FALSE,FALSE,,,,,
CatSpresso Machine,Catpurrcino,1540,2600,650,5,FALSE,FALSE,,,,,
CatSpresso Machine,Pawfee,1220,1900,475,2,FALSE,FALSE,Pink,,,Coffees,
Celestial Oven,Crabby Cupcakes,1260,2200,550,6,FALSE,FALSE,,,,,
Celestial Oven,Gemini Gelato,1220,3150,525,5,FALSE,FALSE,,,,,
Celestial Oven,Taurus Tarts,940,1500,375,3,FALSE,FALSE,,,,,
Cereal Oven,Cereal French Toast,1220,1900,475,2,FALSE,FALSE,,,,,
Cereal Oven,Cereal Bars,1380,2200,550,3,FALSE,FALSE,,,,,
Cereal Oven,Cereal Ice Cream Sandwiches,1540,2600,650,5,FALSE,FALSE,,,,,
Char Cutie Rie Station,Fruit Board,1220,1900,475,2,FALSE,TRUE,,,,,
Char Cutie Rie Station,Baked Brie Board,1380,2200,550,3,FALSE,FALSE,,,,,
Char Cutie Rie Station,Dessert Charcuterie,1540,2600,650,5,FALSE,FALSE,,,,,
Cheesecake Chiller,Crumbly Cookie Cheesecake,1220,2850,475,2,FALSE,FALSE,,,,,
Cheesecake Chiller,Rainbow Cheesecake,1200,3000,500,3,FALSE,TRUE,Rainbow,,,,
Cheesecake Chiller,Peanut Butter Cheesecake,1040,2000,400,1,FALSE,FALSE,,,,,
Cherry Blossom Oven,Sakura Taiyaki,1220,1900,475,2,TRUE,FALSE,Pink,,,,
Cherry Blossom Oven,Sakura Anpan,1380,2200,550,3,TRUE,FALSE,,,,,
Cherry Blossom Oven,Sakura Macaron,1540,2600,650,5,TRUE,FALSE,Pink,,,Macarons,
Cherry Blossom Stove,Sakura Panna Cotta,1220,1900,475,2,FALSE,FALSE,Pink,Valentine's Day,,,
Cherry Blossom Stove,Sakura Onigiri,1600,2900,725,7,FALSE,FALSE,,,,,
Cherry Blossom Stove,Sakura Shaved Ice,1640,3100,775,10,FALSE,FALSE,,,,,
Cherry Oven,Polka Dot Cupcakes,940,1750,350,1,FALSE,FALSE,,,,,
Cherry Oven,Tattoo Cookies,1380,2750,550,3,FALSE,FALSE,,,,,
Cherry Oven,Pin Up Cake,1540,3250,650,5,FALSE,FALSE,,,,,
Chilly Oven,Sparkle Cheesecake,1220,1900,475,2,FALSE,FALSE,,,,,
Chilly Oven,Blizzard Cake,1380,2200,550,3,FALSE,FALSE,,,,,
Chilly Oven,Winter Cookies,1540,2600,650,5,FALSE,FALSE,,,,,
Chinese Zodiac Oven,Pineapple Buns,1220,1900,475,2,FALSE,FALSE,,,,,
Chinese Zodiac Oven,Pandan Roll Cake,1380,2200,550,3,FALSE,FALSE,,,,,
Chinese Zodiac Oven,Heart Egg Tart,1540,2600,650,5,FALSE,FALSE,,,,,
Chinese Zodiac Stove,Tea Eggs,1220,1900,475,2,FALSE,FALSE,,,,,
Chinese Zodiac Stove,Thousand Layer Cake,1600,2900,725,7,FALSE,FALSE,,,,,
Chinese Zodiac Stove,Chinese Fruit Cake,1640,3100,775,10,FALSE,FALSE,,,,,
Choco Love Oven,Choco-Sundae Bowl,330,2200,1100,4,FALSE,TRUE,Brown,,,Ice Creams,<3
Choco Love Oven,Choco-tini Glass,530,1700,3400,8,FALSE,FALSE,,,,,
Choco Love Oven,Choco-Coffee Cup,420,2900,1450,6,FALSE,FALSE,,,,,
Choco-egg Oven,Easter Egg Cake Pop,1220,1900,475,2,TRUE,TRUE,,,,Cake Pops,
Choco-egg Oven,Spring Chick Cake Pop,1380,2200,550,3,TRUE,TRUE,,,,Cake Pops,
Choco-egg Oven,Easter Bunny Cake Pop,1540,2600,650,5,FALSE,FALSE,,,,,
Choco-egg Stove,Ice Cream Egg Cone,1220,1900,475,2,FALSE,FALSE,,,,,
Choco-egg Stove,Easter Ice Cream Sammies,1600,2900,725,7,FALSE,FALSE,,,,,
Choco-egg Stove,Easter Bunny Ice Cream Cone,1640,3100,775,10,FALSE,FALSE,,,,,
Chocolate Raspberry,Dark Berry Truffle,940,1400,350,1,TRUE,FALSE,,,,Candies/Sweets,
Chocolate Raspberry,Chilled Cherry Soup,940,1400,350,1,TRUE,FALSE,,,,Savory,
Chocolate Raspberry,Pecan Bites,940,1400,350,1,TRUE,FALSE,,,,Candies/Sweets,Tray
Chocolate Raspberry,Dark Berry Cupcake,2200,3500,875,2,TRUE,FALSE,,,,Cupcakes,
Chocolate Raspberry,Dark Berry Brownie,2580,4200,1050,3,TRUE,TRUE,,,,Brownies,
Chocolate Raspberry,Dark Berry Cake,2900,4800,1200,4,TRUE,FALSE,,,,,
Chocolate Raspberry,Dark Berry Roll Cake,1620,3000,750,8,FALSE,FALSE,,,,,
Chocolate Raspberry,Dark Berry Cheesecake,1380,2200,550,3,FALSE,FALSE,,,,,
Chocolate Raspberry,Chocolate Soup,1620,3000,750,8,FALSE,FALSE,,,,,
Chocolate Raspberry,Ginataang Bilo-Bilo,1380,2200,550,3,FALSE,FALSE,,,,,
Chocolate Raspberry,Bundt Nog,1620,3000,750,8,FALSE,FALSE,,,,,
Chocolate Raspberry,Choco Bread,1380,2200,550,3,FALSE,FALSE,,,,,
Chroma Stove,Coconut Gujiya,1600,3625,725,7,FALSE,FALSE,,,,,
Chroma Stove,Chocolate Gujilya,1380,2750,550,3,FALSE,FALSE,,,,,
Chroma Stove,Fried Gujiya,1480,3125,625,4,FALSE,FALSE,,,,,
Cider Press,Pumpkin Cider,920,1400,350,1,TRUE,TRUE,Orange,,Fall,Cold Drinks,
Cider Press,Pear Cider,1300,2100,525,2,TRUE,TRUE,Yellow,,,Cold Drinks,
Cider Press,Sweet Cider,1600,2600,650,3,TRUE,TRUE,Yellow,,,Cold Drinks,
Cider Press,Mulled Cider,1580,3125,625,2,FALSE,FALSE,,,,,
Cider Press,Frozen Cider,1760,3625,725,3,FALSE,FALSE,,,,,
Cider Press,Orange Spiced Cider,1220,2375,475,1,FALSE,FALSE,,,,,
Cider Press,Gingerbread Spiced Cider,940,1400,350,1,TRUE,FALSE,,,,,
Cider Press,Pear And Rosemary Sparkler,1380,2200,550,3,FALSE,FALSE,,,,,
Citrusmas Oven,Cinnamon Citrus Frost,1220,1900,475,2,FALSE,FALSE,,,,,
Citrusmas Oven,Crancurd Citrus Cream Pie,1380,2200,550,3,FALSE,FALSE,,,,,
Citrusmas Oven,Winter Citrus Pavlova,1540,2600,650,5,FALSE,FALSE,,,,,
Citrusmas Stove,Citrusmas Squares,1220,1900,475,2,FALSE,FALSE,,,,,
Citrusmas Stove,Orange Clove Tea,1600,2900,725,7,FALSE,FALSE,,,,,
Citrusmas Stove,Choc Orange Winter Cake,1640,3100,775,10,FALSE,FALSE,,,,,
City Cooker,Rainbow Bagel,1460,2700,675,8,FALSE,FALSE,,,,,
City Cooker,Skyline Cake,1340,2300,575,6,FALSE,FALSE,,,,,
City Cooker,Manhattan Macarons,1220,2100,525,5,FALSE,FALSE,,,,Macarons,
Classic Bread Oven,Hot Cross Buns,760,1100,275,1,TRUE,TRUE,Tan,,,Breads,
Classic Bread Oven,French Bread,1360,2200,550,3,TRUE,TRUE,Tan,,,Breads,
Classic Bread Oven,Stone Ground Miche,1940,3400,850,6,TRUE,TRUE,Tan,,,,
Classic Bread Oven,L'amour Special,8260,16500,4125,12,TRUE,TRUE,Tan,Valentine's Day,,Breads,
Clay Oven,Chowder Bowl,940,1400,350,1,TRUE,TRUE,Tan,,,Savory,
Clay Oven,Cinnamon Sugar Twist,940,1400,350,1,TRUE,TRUE,Tan,,,,
Clay Oven,Western Bread,2020,3200,800,2,TRUE,TRUE,Red,,,Breads,
Clay Oven,Western Biscuits,5060,11400,2850,18,TRUE,TRUE,Tan,,,Breads,
Clay Oven,Corn Bread,6460,12400,3100,10,TRUE,TRUE,Tan,,,Breads,
Clay Oven,Chili Bowl,1380,2200,550,3,FALSE,FALSE,,,,,
Clay Oven,Mac and Cheese Bowl,1620,3000,750,8,FALSE,FALSE,,,,,
Clay Oven,Tomato Basil Twist,1380,2200,550,3,FALSE,FALSE,,,,,
Clay Oven,Raspberry Twist,1620,3000,750,8,FALSE,FALSE,,,,,
Clover Oven,Pistachio Cream Cookies,1220,1900,475,2,FALSE,FALSE,,St Patricks Day,,,
Clover Oven,Paddy Parfait,1380,2200,550,3,FALSE,FALSE,,St Patricks Day,,,
Clover Oven,Three Leaf Brownie,1540,2600,650,5,FALSE,FALSE,,St Patricks Day,,,
Coaster Oven,Chainlift Gears,1220,2375,475,2,FALSE,FALSE,,,,,
Coaster Oven,Coaster Cake,1480,3125,625,4,FALSE,FALSE,,,,,
Coaster Oven,Pretzel Coaster,940,1750,350,1,FALSE,FALSE,,,,,
Cocoa Maker,Chocolate Chip Cup,940,1400,350,1,TRUE,TRUE,Pink,,,,
Cocoa Maker,White Hot Cocoa,3800,6700,1675,6,TRUE,TRUE,Red,,,Hot Chocolates,
Cocoa Maker,Icy Blue Cocoa,380,2300,575,6,FALSE,FALSE,,,,,
Cocoa Maker,Blush Hot Cocoa,170,800,200,1,FALSE,FALSE,,,,,
Cocoa Maker,Sugar Cookie Cup,1620,3000,750,8,FALSE,FALSE,,,,,
Cocoa Maker,Cookies and Cream Cup,1380,2200,550,3,FALSE,FALSE,,,,,
Cocoa Maker,Toffee Cocoa,300,1500,375,3,FALSE,FALSE,,,,,
Coffee Machine,Foam Art Coffee,2340,4300,1075,8,FALSE,FALSE,,,,,
Coffee Machine,Spice Art Coffee,2020,3500,875,6,FALSE,FALSE,,,,,
